chr	gene	NAGn	SRIn	Y_Zn
chr1	ESPN	2	2	2
chr2	ESPNL	6	6	6
chr6	ESR1	78	78	78
chr14	ESR2	11	11	11
chr14	ESRRB	36	36	36
chr1	ESRRG	71	71	71
chr2	ETAA1	5	5	5
chr15	ETFA	11	11	11
chr19	ETFB	8	8	8
chr19	ETHE1	3	3	3
chr12	ETNK1	3	3	3
chr11	ETS1	7	7	7
chr21	ETS2	5	5	5
chr7	ETV1	31	31	31
chr3	ETV5	22	22	22
chr12	ETV6	50	50	50
chr6	ETV7	2	2	2
chr4	EVC	36	36	36
chr4	EVC2	47	47	47
chr3	EVI1	9	9	9
chr17	EVI2B	3	3	3
chr1	EVI5	6	6	6
chr19	EVI5L	9	9	9
chr14	EVL	18	18	18
chr17	EVPL	10	10	10
chr2	EVX2	3	3	3
chr22	EWSR1	9	9	9
chr15	EXDL1	11	11	11
chr14	EXDL2	5	5	5
chr1	EXO1	7	7	7
chr4	EXOC1	3	3	3
chr6	EXOC2	59	59	59
chr5	EXOC3	2	2	2
chr16	EXOC3L	2	2	2
chr19	EXOC3L2	5	5	5
chr7	EXOC4	76	76	76
chr14	EXOC5	13	13	13
chr10	EXOC6	11	11	11
chr2	EXOC6B	39	39	39
chr17	EXOC7	6	6	6
chr1	EXOC8	2	2	2
chr16	EXOD1	3	3	3
chr10	EXOSC1	2	2	2
chr9	EXOSC2	3	3	3
chr9	EXOSC3	2	2	2
chr16	EXOSC6	2	2	2
chr3	EXOSC7	4	4	4
chr13	EXOSC8	3	3	3
chr4	EXOSC9	6	6	6
chr1	EXOSC10	5	5	5
chr11	EXPH5	9	9	9
chr8	EXT1	75	75	75
chr11	EXT2	30	30	30
chr1	EXTL1	2	2	2
chr1	EXTL2	2	2	2
chr8	EXTL3	9	9	9
chr8	EYA1	12	12	12
chr20	EYA2	74	74	74
chr1	EYA3	18	18	18
chr6	EYA4	61	61	61
chr17	EZH1	10	10	10
chr7	EZH2	7	7	7
chr6	EZR	5	5	5
chr11	F2	2	2	2
chr5	F2R	3	3	3
chr5	F2RL1	3	3	3
chr5	F2RL2	4	4	4
chr1	F5	24	24	24
chr13	F7	4	4	4
chr23	F8	4	4	4
chr23	F9	4	4	4
chr13	F10	4	4	4
chr4	F11	6	6	6
chr1	F11R	4	4	4
chr5	F12	2	2	2
chr6	F13A1	65	65	65
chr1	F13B	5	5	5
chr16	FA2H	16	16	16
chr1	FAAH	4	4	4
chr23	FAAH2	3	3	3
chr5	FABP6	4	4	4
chr11	FADS1	2	2	2
chr11	FADS2	6	6	6
chr11	FADS3	4	4	4
chr17	FADS6	4	4	4
chr1	FAF1	27	27	27
chr15	FAH	2	2	2
chr3	FAIM	7	7	7
chr12	FAIM2	3	3	3
chr1	FAIM3	2	2	2
chr23	FAM3A	2	2	2
chr21	FAM3B	2	2	2
chr7	FAM3C	3	3	3
chr3	FAM3D	18	18	18
chr1	FAM5B	11	11	11
chr1	FAM5C	32	32	32
chr6	FAM8A1	2	2	2
chr4	FAM13A1	57	57	57
chr5	FAM13B1	3	3	3
chr10	FAM13C1	15	15	15
chr14	FAM14B	5	5	5
chr16	FAM18A	13	13	13
chr17	FAM18B2	8	8	8
chr3	FAM19A1	72	72	72
chr12	FAM19A2	38	38	38
chr3	FAM19A4	25	25	25
chr22	FAM19A5	68	68	68
chr17	FAM20A	2	2	2
chr1	FAM20B	7	7	7
chr10	FAM21A	9	9	9
chr10	FAM21B	9	9	9
chr10	FAM21C	9	9	9
chr9	FAM22F	2	2	2
chr10	FAM23A	4	4	4
chr10	FAM23B	3	3	3
chr10	FAM24B	4	4	4
chr6	FAM26D	3	3	3
chr9	FAM29A	14	14	14
chr19	FAM32A	2	2	2
chr17	FAM33A	10	10	10
chr10	FAM35A	3	3	3
chr18	FAM38B	12	12	12
chr1	FAM40A	5	5	5
chr7	FAM40B	6	6	6
chr3	FAM43A	2	2	2
chr4	FAM44A	5	5	5
chr5	FAM44B	4	4	4
chr10	FAM45A	4	4	4
chr10	FAM45B	4	4	4
chr6	FAM46A	4	4	4
chr13	FAM48A	11	11	11
chr2	FAM49A	12	12	12
chr8	FAM49B	16	16	16
chr4	FAM53A	3	3	3
chr10	FAM53B	16	16	16
chr6	FAM54A	2	2	2
chr1	FAM54B	2	2	2
chr11	FAM55A	3	3	3
chr3	FAM55C	3	3	3
chr11	FAM55D	8	8	8
chr17	FAM57A	2	2	2
chr23	FAM58A	2	2	2
chr18	FAM59A	42	42	42
chr12	FAM60A	4	4	4
chr12	FAM62A	2	2	2
chr7	FAM62B	18	18	18
chr3	FAM62C	10	10	10
chr15	FAM63B	7	7	7
chr16	FAM65A	8	8	8
chr6	FAM65B	21	21	21
chr20	FAM65C	7	7	7
chr1	FAM69A	3	3	3
chr9	FAM69B	2	2	2
chr13	FAM70B	6	6	6
chr14	FAM71D	4	4	4
chr7	FAM71F1	4	4	4
chr1	FAM72A	6	6	6
chr1	FAM72B	2	2	2
chr1	FAM73A	8	8	8
chr9	FAM73B	9	9	9
chr1	FAM76A	4	4	4
chr11	FAM76B	6	6	6
chr1	FAM78B	13	13	13
chr1	FAM80A	6	6	6
chr12	FAM80B	8	8	8
chr15	FAM81A	14	14	14
chr5	FAM81B	15	15	15
chr2	FAM82A1	22	22	22
chr15	FAM82A2	4	4	4
chr8	FAM82B	7	7	7
chr8	FAM83A	2	2	2
chr6	FAM83B	7	7	7
chr20	FAM83D	3	3	3
chr19	FAM83E	4	4	4
chr22	FAM83F	2	2	2
chr17	FAM83G	5	5	5
chr8	FAM83H	2	2	2
chr2	FAM84A	2	2	2
chr8	FAM84B	3	3	3
chr16	FAM86A	3	3	3
chr11	FAM86C	2	2	2
chr1	FAM89A	4	4	4
chr12	FAM90A1	2	2	2
chr8	FAM91A1	15	15	15
chr8	FAM92A1	3	3	3
chr16	FAM92B	5	5	5
chr15	FAM96A	5	5	5
chr16	FAM96B	2	2	2
chr2	FAM98A	3	3	3
chr15	FAM98B	3	3	3
chr17	FAM100B	4	4	4
chr12	FAM101A	4	4	4
chr9	FAM102A	5	5	5
chr1	FAM102B	2	2	2
chr17	FAM104A	8	8	8
chr23	FAM104B	2	2	2
chr5	FAM105A	7	7	7
chr5	FAM105B	6	6	6
chr3	FAM107A	2	2	2
chr10	FAM107B	90	90	90
chr19	FAM108A1	3	3	3
chr9	FAM108B1	8	8	8
chr15	FAM108C1	6	6	6
chr8	FAM110B	34	34	34
chr11	FAM111A	6	6	6
chr4	FAM114A1	15	15	15
chr5	FAM114A2	10	10	10
chr7	FAM115A	15	15	15
chr7	FAM115C	8	8	8
chr3	FAM116A	4	4	4
chr22	FAM116B	4	4	4
chr17	FAM117A	4	4	4
chr22	FAM118A	5	5	5
chr11	FAM118B	12	12	12
chr2	FAM119A	4	4	4
chr9	FAM120A	5	5	5
chr6	FAM120B	10	10	10
chr23	FAM120C	3	3	3
chr23	FAM122B	3	3	3
chr13	FAM123A	2	2	2
chr13	FAM124A	8	8	8
chr2	FAM124B	5	5	5
chr19	FAM125A	2	2	2
chr9	FAM125B	17	17	17
chr7	FAM126A	11	11	11
chr2	FAM126B	28	28	28
chr23	FAM127B	2	2	2
chr2	FAM128B	2	2	2
chr1	FAM129A	22	22	22
chr9	FAM129B	11	11	11
chr19	FAM129C	2	2	2
chr2	FAM130A2	20	20	20
chr7	FAM131B	2	2	2
chr1	FAM131C	4	4	4
chr23	FAM133A	2	2	2
chr7	FAM133B	4	4	4
chr2	FAM134A	2	2	2
chr5	FAM134B	42	42	42
chr6	FAM135A	13	13	13
chr8	FAM135B	81	81	81
chr2	FAM136A	2	2	2
chr6	FAM136B	2	2	2
chr15	FAM148A	2	2	2
chr4	FAM149A	4	4	4
chr10	FAM149B1	2	2	2
chr2	FAM150B	2	2	2
chr1	FAM151A	3	3	3
chr5	FAM151B	5	5	5
chr1	FAM152A	14	14	14
chr22	FAM152B	4	4	4
chr5	FAM153A	2	2	2
chr5	FAM153C	5	5	5
chr9	FAM154A	40	40	40
chr15	FAM154B	2	2	2
chr13	FAM155A	129	129	129
chr23	FAM155B	2	2	2
chr4	FAM160A1	19	19	19
chr11	FAM160A2	6	6	6
chr10	FAM160B1	4	4	4
chr8	FAM160B2	2	2	2
chr2	FAM161A	3	3	3
chr14	FAM161B	5	5	5
chr6	FAM162B	2	2	2
chr1	FAM163A	15	15	15
chr8	FAM164A	11	11	11
chr6	FAM164B	12	12	12
chr21	FAM165B	6	6	6
chr8	FAM167A	9	9	9
chr11	FAM168A	29	29	29
chr2	FAM168B	6	6	6
chr15	FAM169B	12	12	12
chr5	FAM170A	3	3	3
chr10	FAM171A1	25	25	25
chr2	FAM171B	5	5	5
chr5	FAM172A	20	20	20
chr5	FAM173B	2	2	2
chr5	FAM174A	3	3	3
chr15	FAM174B	5	5	5
chr4	FAM175A	2	2	2
chr10	FAM175B	3	3	3
chr2	FAM176A	12	12	12
chr14	FAM177A1	12	12	12
chr1	FAM177B	10	10	10
chr10	FAM178A	4	4	4
chr16	FANCA	6	6	6
chr23	FANCB	2	2	2
chr9	FANCC	27	27	27
chr3	FANCD2	6	6	6
chr6	FANCE	4	4	4
chr15	FANCI	18	18	18
chr2	FANCL	9	9	9
chr14	FANCM	7	7	7
chr10	FANK1	7	7	7
chr2	FAP	3	3	3
chr11	FAR1	7	7	7
chr12	FAR2	12	12	12
chr13	FARP1	40	40	40
chr2	FARP2	20	20	20
chr6	FARS2	129	129	129
chr2	FARSB	11	11	11
chr10	FAS	12	12	12
chr1	FASLG	3	3	3
chr17	FASN	2	2	2
chr2	FASTKD1	12	12	12
chr2	FASTKD2	5	5	5
chr5	FASTKD3	2	2	2
chr20	FASTKD5	6	6	6
chr4	FAT	28	28	28
chr5	FAT2	16	16	16
chr11	FAT3	72	72	72
chr4	FAT4	19	19	19
chr17	FBF1	6	6	6
chr19	FBL	7	7	7
chr1	FBLIM1	2	2	2
chr22	FBLN1	30	30	30
chr3	FBLN2	20	20	20
chr14	FBLN5	10	10	10
chr2	FBLN7	9	9	9
chr15	FBN1	31	31	31
chr5	FBN2	37	37	37
chr19	FBN3	10	10	10
chr9	FBP1	2	2	2
chr9	FBP2	9	9	9
chr3	FBXL2	2	2	2
chr13	FBXL3	5	5	5
chr6	FBXL4	18	18	18
chr4	FBXL5	7	7	7
chr5	FBXL7	69	69	69
chr12	FBXL10	11	11	11
chr11	FBXL11	11	11	11
chr7	FBXL13	10	10	10
chr12	FBXL14	5	5	5
chr5	FBXL17	77	77	77
chr7	FBXL18	5	5	5
chr5	FBXL21	2	2	2
chr11	FBXO3	11	11	11
chr5	FBXO4	2	2	2
chr6	FBXO5	3	3	3
chr22	FBXO7	8	8	8
chr4	FBXO8	8	8	8
chr6	FBXO9	10	10	10
chr9	FBXO10	16	16	16
chr2	FBXO11	15	15	15
chr18	FBXO15	16	16	16
chr8	FBXO16	5	5	5
chr19	FBXO17	6	6	6
chr10	FBXO18	24	24	24
chr12	FBXO21	11	11	11
chr15	FBXO22	4	4	4
chr7	FBXO24	2	2	2
chr8	FBXO25	12	12	12
chr19	FBXO27	5	5	5
chr1	FBXO28	3	3	3
chr16	FBXO31	30	30	30
chr8	FBXO32	13	13	13
chr14	FBXO33	4	4	4
chr14	FBXO34	5	5	5
chr2	FBXO36	15	15	15
chr5	FBXO38	5	5	5
chr17	FBXO39	3	3	3
chr3	FBXO40	12	12	12
chr2	FBXO41	2	2	2
chr1	FBXO42	11	11	11
chr8	FBXO43	2	2	2
chr3	FBXO45	3	3	3
chr19	FBXO46	3	3	3
chr17	FBXO47	8	8	8
chr2	FBXO48	3	3	3
chr9	FBXW2	11	11	11
chr10	FBXW4	5	5	5
chr9	FBXW5	2	2	2
chr4	FBXW7	32	32	32
chr12	FBXW8	23	23	23
chr5	FBXW11	27	27	27
chr3	FBXW12	3	3	3
chr1	FCAMR	3	3	3
chr1	FCER1A	6	6	6
chr1	FCER1G	2	2	2
chr14	FCF1	3	3	3
chr19	FCGBP	15	15	15
chr1	FCGR2A	5	5	5
chr1	FCGR2B	5	5	5
chr1	FCGR2C	7	7	7
chr1	FCGR3A	3	3	3
chr1	FCGR3B	3	3	3
chr19	FCGRT	2	2	2
chr19	FCHO1	7	7	7
chr5	FCHO2	17	17	17
chr5	FCHSD1	3	3	3
chr11	FCHSD2	59	59	59
chr1	FCRL1	2	2	2
chr1	FCRL3	2	2	2
chr1	FCRL4	4	4	4
chr1	FCRL5	2	2	2
chr1	FCRL6	7	7	7
chr1	FCRLA	2	2	2
chr8	FDFT1	6	6	6
chr11	FDX1	5	5	5
chr17	FDXR	5	5	5
chr15	FEM1B	6	6	6
chr5	FEM1C	4	4	4
chr11	FEN1	2	2	2
chr5	FER	46	46	46
chr10	FER1L3	29	29	29
chr2	FER1L5	3	3	3
chr8	FER1L6	25	25	25
chr20	FERMT1	11	11	11
chr14	FERMT2	18	18	18
chr11	FERMT3	2	2	2
chr15	FES	3	3	3
chr3	FETUB	2	2	2
chr2	FEV	2	2	2
chr11	FEZ1	4	4	4
chr2	FEZ2	8	8	8
chr7	FEZF1	3	3	3
chr23	FGD1	2	2	2
chr6	FGD2	4	4	4
chr9	FGD3	8	8	8
chr12	FGD4	24	24	24
chr3	FGD5	17	17	17
chr12	FGD6	13	13	13
chr5	FGF1	29	29	29
chr4	FGF2	8	8	8
chr11	FGF3	3	3	3
chr4	FGF5	3	3	3
chr12	FGF6	5	5	5
chr15	FGF7	3	3	3
chr13	FGF9	2	2	2
chr5	FGF10	11	11	11
chr3	FGF12	92	92	92
chr23	FGF13	2	2	2
chr13	FGF14	167	167	167
chr5	FGF18	5	5	5
chr11	FGF19	2	2	2
chr12	FGF23	3	3	3
chr10	FGFBP3	2	2	2
chr8	FGFR1	12	12	12
chr6	FGFR1OP	11	11	11
chr12	FGFR1OP2	5	5	5
chr10	FGFR2	24	24	24
chr4	FGFR3	2	2	2
chr4	FGFRL1	2	2	2
chr1	FGGY	74	74	74
chr8	FGL1	8	8	8
chr1	FH	3	3	3
chr1	FHAD1	37	37	37
chr4	FHDC1	7	7	7
chr3	FHIT	430	430	430
chr23	FHL1	7	7	7
chr2	FHL2	6	6	6
chr1	FHL3	2	2	2
chr6	FHL5	14	14	14
chr18	FHOD3	58	58	58
chr9	FIBCD1	7	7	7
chr6	FIG4	16	16	16
chr23	FIGF	6	6	6
chr2	FIGLA	3	3	3
chr2	FIGN	10	10	10
chr12	FIGNL2	2	2	2
chr6	FILIP1	17	17	17
chr3	FILIP1L	20	20	20
chr4	FIP1L1	15	15	15
chr7	FIS1	2	2	2
chr20	FKBP1A	10	10	10
chr2	FKBP1B	2	2	2
chr14	FKBP3	2	2	2
chr12	FKBP4	5	5	5
chr6	FKBP5	17	17	17
chr2	FKBP7	2	2	2
chr7	FKBP9	6	6	6
chr17	FKBP10	4	4	4
chr12	FKBP11	2	2	2
chr9	FKBP15	11	11	11
chr6	FKBPL	3	3	3
chr19	FKSG24	2	2	2
chr9	FKTN	13	13	13
chr1	FLAD1	3	3	3
chr17	FLCN	4	4	4
chr1	FLG	3	3	3
chr11	FLI1	18	18	18
chr17	FLII	2	2	2
chr5	FLJ10404	2	2	2
chr13	FLJ10769	5	5	5
chr16	FLJ11151	82	82	82
chr15	FLJ11506	2	2	2
chr4	FLJ12993	31	31	31
chr1	FLJ13137	2	2	2
chr16	FLJ14154	6	6	6
chr11	FLJ14213	19	19	19
chr19	FLJ16165	4	4	4
chr2	FLJ20160	13	13	13
chr4	FLJ20184	9	9	9
chr2	FLJ20309	23	23	23
chr7	FLJ20323	3	3	3
chr9	FLJ20433	8	8	8
chr2	FLJ20628	3	3	3
chr12	FLJ20674	7	7	7
chr7	FLJ21075	7	7	7
chr19	FLJ21438	2	2	2
chr4	FLJ21511	2	2	2
chr17	FLJ21865	2	2	2
chr16	FLJ22167	3	3	3
chr17	FLJ22222	5	5	5
chr7	FLJ22374	23	23	23
chr12	FLJ22662	7	7	7
chr8	FLJ23356	2	2	2
chr7	FLJ23834	13	13	13
chr4	FLJ25770	21	21	21
chr7	FLJ25778	29	29	29
chr23	FLJ30058	3	3	3
chr2	FLJ30851	3	3	3
chr19	FLJ32658	5	5	5
chr15	FLJ32679	5	5	5
chr5	FLJ33360	4	4	4
chr17	FLJ35220	2	2	2
chr17	FLJ35767	2	2	2
chr7	FLJ37078	3	3	3
chr16	FLJ37464	3	3	3
chr5	FLJ37543	19	19	19
chr19	FLJ40125	2	2	2
chr12	FLJ40142	13	13	13
chr19	FLJ40235	5	5	5
chr5	FLJ40243	12	12	12
chr4	FLJ41562	4	4	4
chr5	FLJ41603	5	5	5
chr16	FLJ41766	9	9	9
chr6	FLJ42177	4	4	4
chr12	FLJ42957	2	2	2
chr5	FLJ43080	40	40	40
chr8	FLJ43582	2	2	2
chr6	FLJ43752	4	4	4
chr8	FLJ43860	23	23	23
chr2	FLJ43987	3	3	3
chr2	FLJ44048	2	2	2
chr23	FLJ44635	3	3	3
chr17	FLJ44815	4	4	4
chr19	FLJ44968	2	2	2
chr3	FLJ45032	2	2	2
chr21	FLJ45139	16	16	16
chr9	FLJ45224	2	2	2
chr6	FLJ45422	5	5	5
chr9	FLJ45537	3	3	3
chr1	FLJ45717	3	3	3
chr11	FLJ45803	3	3	3
chr17	FLJ45831	4	4	4
chr19	FLJ45909	3	3	3
chr19	FLJ45910	8	8	8
chr9	FLJ46082	33	33	33
chr11	FLJ46266	2	2	2
chr4	FLJ46481	5	5	5
chr3	FLNB	11	11	11
chr6	FLOT1	4	4	4
chr11	FLRT1	2	2	2
chr14	FLRT2	12	12	12
chr13	FLT1	15	15	15
chr13	FLT3	48	48	48
chr19	FLT3LG	3	3	3
chr5	FLT4	3	3	3
chr1	FLVCR1	3	3	3
chr14	FLVCR2	7	7	7
chr16	FLYWCH1	4	4	4
chr16	FLYWCH2	3	3	3
chr15	FMN1	6	6	6
chr1	FMN2	68	68	68
chr17	FMNL1	3	3	3
chr2	FMNL2	17	17	17
chr12	FMNL3	16	16	16
chr1	FMO1	8	8	8
chr1	FMO2	4	4	4
chr1	FMO4	5	5	5
chr23	FMR1	3	3	3
chr23	FMR1NB	2	2	2
chr2	FN1	9	9	9
chr17	FN3KRP	2	2	2
chr9	FNBP1	8	8	8
chr1	FNBP1L	3	3	3
chr11	FNBP4	3	3	3
chr6	FNDC1	18	18	18
chr13	FNDC3A	24	24	24
chr3	FNDC3B	59	59	59
chr1	FNDC7	5	5	5
chr5	FNIP1	9	9	9
chr4	FNIP2	12	12	12
chr8	FNTA	2	2	2
chr14	FNTB	11	11	11
chr11	FOLH1	8	8	8
chr14	FOS	3	3	3
chr2	FOSL2	3	3	3
chr14	FOXA1	2	2	2
chr20	FOXA2	2	2	2
chr6	FOXC1	2	2	2
chr1	FOXD3	3	3	3
chr1	FOXE3	2	2	2
chr6	FOXF2	3	3	3
chr14	FOXG1	2	2	2
chr5	FOXI1	3	3	3
chr12	FOXJ2	4	4	4
chr1	FOXJ3	16	16	16
chr7	FOXK1	11	11	11
chr17	FOXK2	20	20	20
chr16	FOXL1	3	3	3
chr12	FOXM1	4	4	4
chr2	FOXN2	2	2	2
chr14	FOXN3	46	46	46
chr12	FOXN4	5	5	5
chr13	FOXO1	27	27	27
chr6	FOXO3	31	31	31
chr3	FOXP1	74	74	74
chr7	FOXP2	16	16	16
chr6	FOXP4	17	17	17
chr11	FOXRED1	4	4	4
chr22	FOXRED2	5	5	5
chr9	FPGS	2	2	2
chr19	FPR2	2	2	2
chr19	FPR3	4	4	4
chr11	FRAG1	4	4	4
chr1	FRAP1	11	11	11
chr4	FRAS1	65	65	65
chr10	FRAT1	2	2	2
chr9	FREM1	61	61	61
chr13	FREM2	38	38	38
chr9	FREQ	19	19	19
chr6	FRK	13	13	13
chr9	FRMD3	29	29	29
chr10	FRMD4A	217	217	217
chr3	FRMD4B	37	37	37
chr15	FRMD5	33	33	33
chr14	FRMD6	41	41	41
chr23	FRMD7	3	3	3
chr11	FRMD8	2	2	2
chr9	FRMPD1	30	30	30
chr10	FRMPD2L1	2	2	2
chr10	FRMPD2L2	2	2	2
chr23	FRMPD4	76	76	76
chr1	FRRS1	6	6	6
chr12	FRS2	16	16	16
chr13	FRY	56	56	56
chr4	FRYL	29	29	29
chr2	FRZB	3	3	3
chr17	FSCN2	2	2	2
chr7	FSCN3	2	2	2
chr9	FSD1L	17	17	17
chr15	FSD2	7	7	7
chr2	FSHR	66	66	66
chr15	FSIP1	19	19	19
chr3	FSTL1	3	3	3
chr19	FSTL3	2	2	2
chr5	FSTL4	109	109	109
chr4	FSTL5	131	131	131
chr21	FTCD	2	2	2
chr16	FTO	67	67	67
chr7	FTSJ2	2	2	2
chr17	FTSJ3	2	2	2
chr1	FUBP1	2	2	2
chr9	FUBP3	6	6	6
chr1	FUCA1	3	3	3
chr6	FUCA2	7	7	7
chr16	FUK	4	4	4
chr15	FURIN	2	2	2
chr1	FUSIP1	2	2	2
chr19	FUT1	3	3	3
chr19	FUT2	3	3	3
chr19	FUT3	2	2	2
chr11	FUT4	2	2	2
chr9	FUT7	2	2	2
chr14	FUT8	65	65	65
chr6	FUT9	33	33	33
chr8	FUT10	11	11	11
chr19	FUZ	3	3	3
chr11	FXC1	3	3	3
chr3	FXR1	4	4	4
chr17	FXR2	4	4	4
chr11	FXYD2	2	2	2
chr19	FXYD3	3	3	3
chr19	FXYD5	9	9	9
chr11	FXYD6	6	6	6
chr19	FXYD7	4	4	4
chr5	FYB	13	13	13
chr3	FYCO1	8	8	8
chr6	FYN	37	37	37
chr17	FZD2	2	2	2
chr8	FZD3	11	11	11
chr11	FZD4	4	4	4
chr2	FZD5	2	2	2
chr8	FZD6	7	7	7
chr5	G3BP1	2	2	2
chr4	G3BP2	4	4	4
chr17	G6PC	2	2	2
chr17	GAA	9	9	9
chr4	GAB1	16	16	16
chr11	GAB2	23	23	23
chr23	GAB3	6	6	6
chr6	GABBR1	21	21	21
chr9	GABBR2	63	63	63
chr21	GABPA	6	6	6
chr15	GABPB2	6	6	6
chr5	GABRA1	7	7	7
chr4	GABRA2	11	11	11
chr23	GABRA3	35	35	35
chr4	GABRA4	5	5	5
chr5	GABRA6	2	2	2
chr4	GABRB1	47	47	47
chr5	GABRB2	57	57	57
chr15	GABRB3	12	12	12
chr1	GABRD	2	2	2
chr23	GABRE	8	8	8
chr4	GABRG1	4	4	4
chr5	GABRG2	16	16	16
chr15	GABRG3	112	112	112
chr5	GABRP	4	4	4
chr6	GABRR1	9	9	9
chr6	GABRR2	12	12	12
chr3	GABRR3	11	11	11
chr2	GAD1	13	13	13
chr10	GAD2	10	10	10
chr1	GADD45A	2	2	2
chr3	GADL1	29	29	29
chr23	GAGE2A	5	5	5
chr23	GAGE2B	2	2	2
chr23	GAGE2C	5	5	5
chr23	GAGE2D	2	2	2
chr23	GAGE2E	5	5	5
chr23	GAGE8	5	5	5
chr23	GAGE10	2	2	2
chr23	GAGE12J	2	2	2
chr4	GAK	15	15	15
chr22	GAL3ST1	2	2	2
chr2	GAL3ST2	5	5	5
chr11	GAL3ST3	3	3	3
chr7	GAL3ST4	2	2	2
chr14	GALC	15	15	15
chr1	GALE	2	2	2
chr15	GALK2	10	10	10
chr2	GALM	10	10	10
chr10	GALNAC4S-6ST	4	4	4
chr16	GALNS	3	3	3
chr18	GALNT1	3	3	3
chr1	GALNT2	23	23	23
chr2	GALNT3	5	5	5
chr2	GALNT5	5	5	5
chr12	GALNT6	3	3	3
chr4	GALNT7	24	24	24
chr12	GALNT8	14	14	14
chr12	GALNT9	16	16	16
chr5	GALNT10	56	56	56
chr7	GALNT11	21	21	21
chr9	GALNT12	2	2	2
chr2	GALNT13	35	35	35
chr2	GALNT14	49	49	49
chr4	GALNT17	126	126	126
chr14	GALNTL1	18	18	18
chr3	GALNTL2	14	14	14
chr11	GALNTL4	147	147	147
chr7	GALNTL5	9	9	9
chr18	GALR1	7	7	7
chr16	GAN	16	16	16
chr11	GANAB	5	5	5
chr15	GANC	9	9	9
chr3	GAP43	22	22	22
chr19	GAPDHS	4	4	4
chr9	GAPVD1	9	9	9
chr14	GARNL1	27	27	27
chr9	GARNL3	21	21	21
chr17	GARNL4	57	57	57
chr7	GARS	4	4	4
chr21	GART	8	8	8
chr11	GAS2	20	20	20
chr22	GAS2L1	3	3	3
chr12	GAS2L3	9	9	9
chr13	GAS6	11	11	11
chr17	GAS7	79	79	79
chr16	GAS8	5	5	5
chr10	GATA3	6	6	6
chr8	GATA4	16	16	16
chr7	GATAD1	2	2	2
chr19	GATAD2A	9	9	9
chr1	GATAD2B	9	9	9
chr12	GATC	5	5	5
chr7	GATS	6	6	6
chr1	GBA	2	2	2
chr9	GBA2	2	2	2
chr4	GBA3	18	18	18
chr7	GBAS	2	2	2
chr3	GBE1	14	14	14
chr10	GBF1	13	13	13
chr9	GBGT1	3	3	3
chr16	GBL	2	2	2
chr1	GBP1	4	4	4
chr1	GBP2	2	2	2
chr1	GBP4	5	5	5
chr1	GBP5	5	5	5
chr1	GBP6	2	2	2
chr1	GBP7	6	6	6
chr7	GBX1	8	8	8
chr4	GC	5	5	5
chr2	GCA	3	3	3
chr22	GCAT	3	3	3
chr7	GCC1	2	2	2
chr2	GCC2	3	3	3
chr3	GCET2	4	4	4
chr14	GCH1	9	9	9
chr7	GCK	11	11	11
chr6	GCLC	16	16	16
chr1	GCLM	2	2	2
chr6	GCM1	4	4	4
chr12	GCN1L1	3	3	3
chr9	GCNT1	26	26	26
chr6	GCNT2	7	7	7
chr15	GCNT3	3	3	3
chr20	GCNT7	11	11	11
chr15	Gcom1	10	10	10
chr16	GCSH	2	2	2
chr9	GDA	10	10	10
chr8	GDAP1	3	3	3
chr20	GDAP1L1	3	3	3
chr1	GDAP2	13	13	13
chr16	GDE1	7	7	7
chr19	GDF1	2	2	2
chr10	GDF2	2	2	2
chr20	GDF5	2	2	2
chr8	GDF6	2	2	2
chr12	GDF11	2	2	2
chr10	GDI2	8	8	8
chr5	GDNF	5	5	5
chr17	GDPD1	11	11	11
chr23	GDPD2	2	2	2
chr16	GDPD3	2	2	2
chr11	GDPD4	8	8	8
chr11	GDPD5	20	20	20
chr8	GEM	4	4	4
chr17	GEMIN4	2	2	2
chr5	GEMIN5	6	6	6
chr2	GEN1	2	2	2
chr16	GFER	4	4	4
chr9	GFI1B	3	3	3
chr3	GFM1	8	8	8
chr5	GFM2	7	7	7
chr6	GFOD1	12	12	12
chr16	GFOD2	11	11	11
chr2	GFPT1	2	2	2
chr5	GFPT2	10	10	10
chr10	GFRA1	55	55	55
chr8	GFRA2	16	16	16
chr5	GFRA3	2	2	2
chr6	GFRAL	15	15	15
chr22	GGA1	3	3	3
chr16	GGA2	2	2	2
chr17	GGA3	14	14	14
chr17	GGNBP2	14	14	14
chr1	GGPS1	4	4	4
chr22	GGT1	2	2	2
chr22	GGT5	4	4	4
chr20	GGT7	2	2	2
chr10	GHITM	3	3	3
chr5	GHR	19	19	19
chr20	GHRH	2	2	2
chr7	GHRHR	5	5	5
chr3	GHRL	2	2	2
chr3	GHSR	2	2	2
chr11	GIF	2	2	2
chr7	GIGYF1	2	2	2
chr2	GIGYF2	26	26	26
chr7	GIMAP1	2	2	2
chr7	GIMAP5	3	3	3
chr5	GIN1	2	2	2
chr16	GINS2	4	4	4
chr16	GINS3	5	5	5
chr8	GINS4	3	3	3
chr19	GIPC1	5	5	5
chr1	GIPC2	3	3	3
chr19	GIPC3	2	2	2
chr12	GIT2	12	12	12
chr6	GJA1	4	4	4
chr13	GJA3	5	5	5
chr1	GJA9	2	2	2
chr6	GJA10	2	2	2
chr13	GJB2	2	2	2
chr1	GJB5	2	2	2
chr13	GJB6	2	2	2
chr6	GJB7	8	8	8
chr17	GJC1	5	5	5
chr1	GJC2	2	2	2
